Date,KO_Close,PEP_Close,GSPC_Close,KO_High,PEP_High,GSPC_High,KO_Low,PEP_Low,GSPC_Low,KO_Open,PEP_Open,GSPC_Open,KO_Volume,PEP_Volume,GSPC_Volume,PEP_Return,KO_Return,GSPC_Return,PEP_RollingVol,KO_RollingVol,GSPC_RollingVol,PEP_Tomorrow,PEP_Direction
2010-01-04,17.818313598632812,39.13365936279297,1132.989990234375,17.874542592917393,39.312584518747926,1133.8699951171875,17.774580201221628,38.75024518016779,1116.56005859375,17.855799197607297,39.10170635265322,1116.56005859375,13870400,6585900,3991400000,,,,,,,39.606544494628906,1
2010-01-05,17.602773666381836,39.606544494628906,1136.52001953125,17.80269969756053,39.683226377012005,1136.6300048828125,17.537173551843818,38.916402677834895,1129.6600341796875,17.75896509622248,38.98030384020862,1132.6600341796875,23172400,8886000,2491020000,0.01208384647732541,-0.012096539386730498,0.0031156756258232665,,,,39.21034240722656,0
2010-01-06,17.596521377563477,39.21034240722656,1137.1400146484375,17.630882480053753,39.91965635069436,1139.18994140625,17.48718669698136,39.12726896616724,1133.949951171875,17.602767984092143,39.61292645794362,1135.7099609375,19264600,9998000,4972660000,-0.010003449996908276,-0.0003551877071680254,0.0005455206301101523,,,,38.96112823486328,0
2010-01-07,17.552783966064453,38.96112823486328,1141.68994140625,17.60901294894032,39.223126862245195,1142.4599609375,17.41533600328204,38.67995731145742,1131.3199462890625,17.59651854624771,39.203954566221235,1136.27001953125,13234600,10792000,5270680000,-0.006355827495078237,-0.002485571469528658,0.00400120187417663,,,,38.83332443237305,0
2010-01-08,17.227909088134766,38.83332443237305,1144.97998046875,17.380975967859882,38.86527500962362,1145.3900146484375,17.102955511846588,38.5138137845217,1136.219970703125,17.324746977694765,38.82693285431926,1140.52001953125,28712400,8674700,4389590000,-0.0032802900809190128,-0.01850845304982851,0.0028817272914287706,,,,38.7885856628418,0
2010-01-11,17.577777862548828,38.7885856628418,1146.97998046875,17.634006854086614,38.85887838185263,1149.739990234375,17.118574828872113,38.405171496693356,1142.02001953125,17.227909508704766,38.77580494686962,1145.9599609375,28642400,6461200,4255780000,-0.0011520715824667738,0.020308255205213843,0.0017467554316374923,,,,39.331756591796875,1
2010-01-12,17.76833152770996,39.331756591796875,1136.219970703125,17.805817124838313,39.41483003503265,1143.81005859375,17.512177762649202,38.66078478147114,1131.77001953125,17.521548864019877,38.673565498712996,1143.81005859375,23269800,9081800,4716160000,0.014003370313020236,0.010840600367759023,-0.009381166148364262,,,,39.651275634765625,1
2010-01-13,17.815183639526367,39.651275634765625,1145.6800537109375,17.940137186644634,39.83659241763903,1148.4000244140625,17.708973481969444,39.24230234681956,1133.1800537109375,17.762079156570575,39.24230234681956,1137.31005859375,15157400,7380100,4170360000,0.008123691150763168,0.0026368323746852607,0.008325925658531075,,,,40.13054656982422,1
2010-01-14,17.84642791748047,40.13054656982422,1148.4599609375,17.883913516080455,40.207228461270624,1150.4100341796875,17.73396993003482,39.46596367682635,1143.800048828125,17.818313420619056,39.632110618912506,1145.6800537109375,12392600,7211600,3915200000,0.012087150473372832,0.0017538004988497669,0.0024264254383745687,,,,39.80463790893555,0
2010-01-15,17.584020614624023,39.80463790893555,1136.030029296875,17.915145479051272,40.20083043783063,1147.77001953125,17.505924947859814,39.50429711375373,1131.3900146484375,17.790193127215723,40.009124532731256,1147.719970703125,27460800,8361200,4758730000,-0.008121211614240398,-0.014703631677430495,-0.010823130159869354,,,,39.83020782470703,1
2010-01-19,17.6246337890625,39.83020782470703,1150.22998046875,17.64650167738768,39.8813282727012,1150.449951171875,17.468442417553707,39.60015971454991,1135.77001953125,17.56215819377546,39.76630421762263,1136.030029296875,14615400,5615800,4724830000,0.0006423853378589861,0.002309663718472965,0.012499626599363545,,,,39.58737564086914,0
2010-01-20,17.33724021911621,39.58737564086914,1138.0400390625,17.6152606373721,39.71518040654206,1147.949951171875,17.271640136714463,39.261473366519546,1129.25,17.54341275783988,39.676838245538235,1147.949951171875,18810200,5606000,4810560000,-0.006096683826170235,-0.016306356965251623,-0.010597829662970737,,,,38.941959381103516,0
2010-01-21,16.9842472076416,38.941959381103516,1116.47998046875,17.362231183459066,39.72156619193622,1141.5799560546875,16.928018225838855,38.81415706390133,1114.8399658203125,17.352858892061647,39.62571201636163,1138.6800537109375,27396800,7121500,6874290000,-0.016303587932192,-0.020360392254667792,-0.01894490338978838,,,,38.59050750732422,0
2010-01-22,16.943639755249023,38.59050750732422,1091.760009765625,17.13731671368218,39.13367723806461,1115.489990234375,16.862419578339754,38.539387055560454,1090.1800537109375,16.978000854476978,38.82055563444499,1115.489990234375,23551400,7229000,6208650000,-0.009025017728045759,-0.002390889151348885,-0.022140988764300484,,,,38.48826217651367,0
2010-01-25,16.97800064086914,38.48826217651367,1096.780029296875,17.037354121320444,38.78860304224816,1102.969970703125,16.831181570318957,38.392410420283994,1092.4000244140625,17.021735223386873,38.78860304224816,1092.4000244140625,16853200,4903800,4481390000,-0.002649494329431734,0.0020279518519314976,0.004598098012701168,,,,38.50102615356445,1
2010-01-26,16.912403106689453,38.50102615356445,1092.1700439453125,17.02486109541422,38.679951304181465,1103.68994140625,16.82805961514588,38.22624685073269,1089.8599853515625,16.890536407953608,38.405172001349705,1095.800048828125,15515000,5001700,4731910000,0.00033163297922467194,-0.003863678389891323,-0.004203199573680982,,,,38.5265998840332,1
2010-01-27,17.02798080444336,38.5265998840332,1097.5,17.07483868706953,38.59050104745954,1099.510009765625,16.77495157486931,38.08567356830282,1083.1099853515625,16.868666148476194,38.37323367906761,1091.93994140625,20414800,6145900,5319120000,0.0006642350353662785,0.006833901546977161,0.004880152210944955,,,,38.17513656616211,0
2010-01-28,16.924894332885742,38.17513656616211,1084.530029296875,17.13106686175713,38.660791720153206,1100.219970703125,16.90927543662867,38.021770369406866,1078.4599609375,17.090456778172424,38.53298696246934,1096.9300537109375,20905200,9285900,5452400000,-0.009122614477504176,-0.006053945722719889,-0.011817740959567224,,,,38.098445892333984,0
2010-01-29,16.946767807006836,38.098445892333984,1073.8699951171875,17.162311521550443,38.57132268556428,1096.449951171875,16.83743429781353,37.778935270270225,1071.5899658203125,17.006120113190935,38.23903134609726,1087.6099853515625,22146800,8127200,5412850000,-0.0020089168167142235,0.0012923846785024562,-0.009829173828039273,,,,38.7885856628418,1
2010-02-01,16.987367630004883,38.7885856628418,1089.18994140625,17.043596598329174,38.82053623393609,1089.3800048828125,16.868661897804134,38.03454048418942,1073.8900146484375,17.027976513626193,38.29653906743831,1073.8900146484375,14517600,7303200,4077610000,0.018114643638172057,0.0023957266341525507,0.014266108894671836,,,,39.07615280151367,1
2010-02-02,17.196666717529297,39.07615280151367,1103.3199462890625,17.24664789988959,39.15922381396799,1104.72998046875,16.915523013619662,38.55854467980724,1087.9599609375,17.034227576946993,38.77581201559692,1090.050048828125,16888600,6296700,4749540000,0.007413705185630226,0.012320866427516952,0.01297294837718499,,,,39.165618896484375,1
2010-02-03,17.140443801879883,39.165618896484375,1097.280029296875,17.168558301380937,39.235911634599155,1102.719970703125,17.034233602836544,38.69913360624525,1093.969970703125,17.156062703459177,38.929179243248655,1100.6700439453125,15899400,4863000,4285450000,0.0022895318130509157,-0.003269407762151011,-0.00547431142933863,,,,38.11122512817383,0
2010-02-04,16.690608978271484,38.11122512817383,1063.1099853515625,17.081087381858882,38.93556308609383,1097.25,16.68123787791195,38.09844441126741,1062.780029296875,17.04047729422505,38.87166193923425,1097.25,21342800,6920300,5859690000,-0.026921412147152157,-0.02624405930254048,-0.031140677888039425,,,,38.02817153930664,0
2010-02-05,16.584394454956055,38.02817153930664,1066.18994140625,16.69060460054009,38.20709923173118,1067.1300048828125,16.40945974703964,37.67032102980511,1044.5,16.63125232775453,38.02817153930664,1064.1199951171875,29285000,7347800,6438900000,-0.0021792421678354934,-0.006363729655023631,0.002897118921960873,,,,37.676692962646484,0
2010-02-08,16.446950912475586,37.676692962646484,1056.739990234375,16.64062786789759,38.12400833287066,1071.199951171875,16.421959722539572,37.54249908288102,1056.510009765625,16.64062786789759,38.085666179649394,1065.510009765625,16721200,7047700,4089820000,-0.009242584179911528,-0.008287522517253842,-0.00886329049344714,,,,38.373233795166016,1
2010-02-09,16.87179183959961,38.373233795166016,1070.52001953125,17.174803489080368,38.64801318654225,1079.280029296875,16.671867069831304,37.88757861370635,1060.06005859375,16.771829454715455,37.88757861370635,1060.06005859375,31495000,7940200,5114260000,0.018487313448929843,0.025830984076310903,0.013040132316577413,,,,38.584102630615234,1
2010-02-10,16.80306625366211,38.584102630615234,1068.1300048828125,17.056095486060325,38.76941693507153,1073.6700439453125,16.609388115514633,38.02815240422869,1059.3399658203125,17.056095486060325,38.3157124458644,1069.6800537109375,18717600,10917200,4251450000,0.005495206282973841,-0.004073401722287429,-0.0022325735201887964,,,,39.101722717285156,1
2010-02-11,16.937393188476562,39.101722717285156,1078.469970703125,16.971755481847104,39.42762503079497,1080.0400390625,16.640629335857646,38.660798782289255,1060.5899658203125,16.743715024323638,38.89723604270675,1067.0999755859375,26327200,14391100,4400870000,0.01341537191172626,0.007994191821101504,0.009680437561949251,,,,38.929195404052734,0
2010-02-12,16.8624267578125,38.929195404052734,1075.510009765625,16.993628179586644,39.12090383764959,1077.81005859375,16.749968736762106,38.654418353756824,1062.969970703125,16.84368335708875,39.018660477312466,1075.949951171875,24640000,8566800,4160680000,-0.004412268852700851,-0.004426090238907943,-0.002744592819371894,,,,39.17839431762695,1
2010-02-16,17.12482261657715,39.17839431762695,1094.8699951171875,17.12482261657715,39.26785690397527,1095.6700439453125,16.846802153946054,38.660786219603985,1079.1300048828125,17.027983533066443,38.99946670725766,1079.1300048828125,19339400,6930800,4080770000,0.006401337376427563,0.015560978412735293,0.01800074864554846,,,,39.689613342285156,1
2010-02-17,17.284133911132812,39.689613342285156,1099.510009765625,17.352857289041197,39.74712535680548,1101.030029296875,17.106074690775884,39.14005463412933,1094.719970703125,17.121694777780153,39.28702924064287,1096.1400146484375,17064600,6703500,4259230000,0.013048493527163307,0.009302945678482333,0.0042379594555796984,0.010553769503594781,0.011864543321270456,0.01142407157083941,39.958003997802734,1
2010-02-18,17.46531867980957,39.958003997802734,1106.75,17.46844198283796,40.07941961369136,1108.239990234375,17.227908325348405,39.600153604041694,1097.47998046875,17.227908325348405,39.600153604041694,1099.030029296875,17264600,6942900,3878620000,0.0067622391078230315,0.01048272187708843,0.006584742448973557,0.01039632500317306,0.011848964703199625,0.011483896641863337,40.041080474853516,1
2010-02-19,17.405963897705078,40.041080474853516,1109.1700439453125,17.46219287733226,40.20722496481824,1112.4200439453125,17.23727695882353,39.60654573165573,1100.800048828125,17.43095389329194,39.82381310325462,1105.489990234375,18944800,6416500,3944280000,0.002079094767980738,-0.0033984368217173655,0.002186622042297248,0.010213968164556633,0.011863416160606216,0.011494530642017284,39.88132095336914,0
2010-02-22,17.29975700378418,39.88132095336914,1108.010009765625,17.44970058057109,40.17527017898944,1112.2900390625,17.265394710670293,39.683223464273944,1105.3800048828125,17.43095718660562,40.060246145021,1110.0,13487600,4709500,3814440000,-0.0039898903723316614,-0.006101753085613448,-0.0010458578339902491,0.010166235997865163,0.011904742660650313,0.011459238471640874,39.47873306274414,0
2010-02-23,17.127948760986328,39.47873306274414,1094.5999755859375,17.368482458016103,39.92604843681088,1108.5799560546875,17.11545316352755,39.42761262901597,1092.1800537109375,17.309130157555554,39.759903980103466,1107.489990234375,14835600,5159400,4521050000,-0.010094647845183546,-0.009931251795055274,-0.012102809596931441,0.010335915002022793,0.011553031320198906,0.011612737238429257,39.670448303222656,1
2010-02-24,17.231029510498047,39.670448303222656,1105.239990234375,17.237277307432468,39.721568745855755,1106.4200439453125,17.084209261652713,39.35093761432817,1095.5,17.1810483266681,39.6065447028399,1095.8900146484375,14470600,6888100,4168360000,0.004856164967954157,0.006018277550345896,0.00972045942422195,0.010358952470410392,0.010960732652384831,0.011778104010326194,39.81103515625,1
2010-02-25,16.593767166137695,39.81103515625,1102.93994140625,16.737464100589108,39.8365965988478,1103.5,16.434452528095353,38.993088494507,1086.02001953125,16.600014962561264,39.30620763447341,1101.239990234375,63648600,8074100,4521130000,0.0035438685228046385,-0.03698341668860228,-0.002081040179913507,0.010071324229106038,0.012594565409966896,0.01167753813683822,39.919673919677734,1
2010-02-26,16.468822479248047,39.919673919677734,1104.489990234375,16.58440378777671,39.99635581719564,1107.239990234375,16.315754374726943,39.56182100180489,1097.56005859375,16.58440378777671,39.93884378463882,1103.0999755859375,63095400,14785800,3945190000,0.0027288605533954957,-0.0075296155260403674,0.0014053791778985136,0.009977362198588307,0.012596710164466451,0.011556231785898924,40.53312683105469,1
2010-03-01,16.64063262939453,40.53312683105469,1115.7099609375,16.67187043410731,40.62898101431259,1116.1099853515625,16.490689021810645,39.91966688368887,1105.3599853515625,16.62501372703814,40.0346909285291,1105.3599853515625,39449800,9016500,3847640000,0.015367182422663994,0.010432448972170105,0.01015850827289455,0.01012812013600155,0.01279675589247641,0.011723865770358985,40.76955795288086,1
2010-03-02,16.64999771118164,40.76955795288086,1118.31005859375,16.771826773807472,40.89736269884932,1123.4599609375,16.603141021057706,40.52672917930806,1116.510009765625,16.67498889923075,40.64814478493085,1117.010009765625,24506200,9527200,4134680000,0.00583303436746041,0.0005627839996038553,0.0023304422719907514,0.010044197906389675,0.012586235189936639,0.01158498677153159,41.17501449584961,1
2010-03-03,16.846803665161133,41.17501449584961,1118.7900390625,16.906155965229807,41.36164523851709,1125.6400146484375,16.612516576761873,41.05917337006189,1116.5799560546875,16.650002177244943,41.072044879037115,1119.3599853515625,26574200,8486300,3951320000,0.009945080676061036,0.011820179041065249,0.00042920160206150193,0.01018032050677162,0.012809561815208781,0.01132613772142012,41.2586669921875,1
2010-03-04,17.01548957824707,41.2586669921875,1122.969970703125,17.193547658833257,41.5096552123009,1123.72998046875,16.96863168687358,41.16213192830296,1116.6600341796875,17.087337471146263,41.46460617048509,1119.1199951171875,28983200,7830600,3945010000,0.002031632468431077,0.010012932805454122,0.0037361180334851696,0.010088341506205733,0.012655472185091225,0.011202892661178769,41.425994873046875,1
2010-03-05,17.08733367919922,41.425994873046875,1138.699951171875,17.1654293530606,41.49678692720284,1139.3800048828125,16.981123515081922,41.1299551506684,1125.1199951171875,17.08420918492333,41.380945830400115,1125.1199951171875,24238600,8448600,4133000000,0.004055581361633864,0.004222276451216311,0.014007480947064943,0.009523323673693483,0.0121124966406509,0.010932392269701387,41.28441619873047,0
2010-03-08,17.012361526489258,41.28441619873047,1138.5,17.140438385601232,41.48391842671423,1141.050048828125,16.968628139228404,41.05916850086009,1136.77001953125,17.093581695669787,41.36164033344519,1138.4000244140625,18915600,5086300,3774680000,-0.003417628828234154,-0.004387586391036868,-0.00017559601339156572,0.00935076190020215,0.012133108191898596,0.010048681110736125,41.4195671081543,1
2010-03-09,16.924894332885742,41.4195671081543,1140.449951171875,17.05297118882637,41.60620030063719,1145.3699951171875,16.853046456786892,41.059172231806905,1134.9000244140625,16.97487551589561,41.110658266280495,1137.56005859375,23070000,7655400,5185570000,0.0032736543681095576,-0.005141390480523422,0.0017127370855292146,0.009305199972897775,0.01216655579452378,0.010031278197348729,41.46460723876953,1
